"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","adjusted_population","Cause"
"65 years",65,"Male","M","Some college credit, but not a degree",4,4726,"Not Applicable","Not Applicable",65,1001065.61912391,"Others"
"65 years",65,"Male","M","Associate degree (AA,AS)",5,2396,"Not Applicable","Not Applicable",65,597744.706732368,"Others"
"65 years",65,"Male","M","Bachelor’s degree (BA, AB, BS)",6,3322,"Not Applicable","Not Applicable",65,1035990.07973234,"Others"
"65 years",65,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1029,"Not Applicable","Not Applicable",65,540562.877210316,"Others"
"65 years",65,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,481,"Not Applicable","Not Applicable",65,233209.143871166,"Others"
"66 years",66,"Female","F","8th grade or less",1,1573,"Not Applicable","Not Applicable",66,206805.499501252,"Others"
"66 years",66,"Female","F","9th through 12th grade with no diploma",2,2651,"Not Applicable","Not Applicable",66,282736.025063901,"Others"
"66 years",66,"Female","F","High school graduate or GED completed",3,11838,"Not Applicable","Not Applicable",66,1912468.02699836,"Others"
"66 years",66,"Female","F","Some college credit, but not a degree",4,3951,"Not Applicable","Not Applicable",66,977111.73697432,"Others"
"66 years",66,"Female","F","Associate degree (AA,AS)",5,2740,"Not Applicable","Not Applicable",66,741269.024368395,"Others"
"66 years",66,"Female","F","Bachelor’s degree (BA, AB, BS)",6,2831,"Not Applicable","Not Applicable",66,1272491.27851377,"Others"
"66 years",66,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1055,"Not Applicable","Not Applicable",66,549525.44042047,"Others"
"66 years",66,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,223,"Not Applicable","Not Applicable",66,138738.968159531,"Others"
"66 years",66,"Male","M","8th grade or less",1,2295,"Not Applicable","Not Applicable",66,203264.585786295,"Others"
"66 years",66,"Male","M","9th through 12th grade with no diploma",2,4073,"Not Applicable","Not Applicable",66,371089.152662167,"Others"
"66 years",66,"Male","M","High school graduate or GED completed",3,17220,"Not Applicable","Not Applicable",66,1651871.74544422,"Others"
"66 years",66,"Male","M","Some college credit, but not a degree",4,5006,"Not Applicable","Not Applicable",66,933430.176001055,"Others"
"66 years",66,"Male","M","Associate degree (AA,AS)",5,2374,"Not Applicable","Not Applicable",66,602924.477163118,"Others"
"66 years",66,"Male","M","Bachelor’s degree (BA, AB, BS)",6,3494,"Not Applicable","Not Applicable",66,1047442.69496531,"Others"
"66 years",66,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1095,"Not Applicable","Not Applicable",66,515232.180824482,"Others"
"66 years",66,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,485,"Not Applicable","Not Applicable",66,254313.987153351,"Others"
"67 years",67,"Female","F","8th grade or less",1,1607,"Not Applicable","Not Applicable",67,216993.547149019,"Others"
"67 years",67,"Female","F","9th through 12th grade with no diploma",2,2670,"Not Applicable","Not Applicable",67,294106.126989498,"Others"
"67 years",67,"Female","F","High school graduate or GED completed",3,12311,"Not Applicable","Not Applicable",67,1756694.72258011,"Others"
"67 years",67,"Female","F","Some college credit, but not a degree",4,4114,"Not Applicable","Not Applicable",67,962852.209720628,"Others"
"67 years",67,"Female","F","Associate degree (AA,AS)",5,2960,"Not Applicable","Not Applicable",67,706499.530720662,"Others"
"67 years",67,"Female","F","Bachelor’s degree (BA, AB, BS)",6,3019,"Not Applicable","Not Applicable",67,1146439.73819534,"Others"
"67 years",67,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1216,"Not Applicable","Not Applicable",67,641933.657661133,"Others"
"67 years",67,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,220,"Not Applicable","Not Applicable",67,166495.466983613,"Others"
"67 years",67,"Male","M","8th grade or less",1,2379,"Not Applicable","Not Applicable",67,186176.389572303,"Others"
"67 years",67,"Male","M","9th through 12th grade with no diploma",2,4026,"Not Applicable","Not Applicable",67,348261.45255533,"Others"
"67 years",67,"Male","M","High school graduate or GED completed",3,17290,"Not Applicable","Not Applicable",67,1563527.11097634,"Others"
"67 years",67,"Male","M","Some college credit, but not a degree",4,5464,"Not Applicable","Not Applicable",67,825285.98995321,"Others"
"67 years",67,"Male","M","Associate degree (AA,AS)",5,2573,"Not Applicable","Not Applicable",67,557890.22767691,"Others"
"67 years",67,"Male","M","Bachelor’s degree (BA, AB, BS)",6,3861,"Not Applicable","Not Applicable",67,1078169.04230163,"Others"
"67 years",67,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1243,"Not Applicable","Not Applicable",67,544925.824027608,"Others"
"67 years",67,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,634,"Not Applicable","Not Applicable",67,243374.962936663,"Others"
"68 years",68,"Female","F","8th grade or less",1,1707,"Not Applicable","Not Applicable",68,202826.10658423,"Others"
"68 years",68,"Female","F","9th through 12th grade with no diploma",2,2535,"Not Applicable","Not Applicable",68,308958.519200537,"Others"
"68 years",68,"Female","F","High school graduate or GED completed",3,13068,"Not Applicable","Not Applicable",68,1766983.56505013,"Others"
"68 years",68,"Female","F","Some college credit, but not a degree",4,4315,"Not Applicable","Not Applicable",68,890902.541171344,"Others"
"68 years",68,"Female","F","Associate degree (AA,AS)",5,3074,"Not Applicable","Not Applicable",68,729785.190441477,"Others"
"68 years",68,"Female","F","Bachelor’s degree (BA, AB, BS)",6,3257,"Not Applicable","Not Applicable",68,1034506.26916855,"Others"
"68 years",68,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1387,"Not Applicable","Not Applicable",68,621499.00110816,"Others"
"68 years",68,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,314,"Not Applicable","Not Applicable",68,155631.807275578,"Others"
"68 years",68,"Male","M","8th grade or less",1,2300,"Not Applicable","Not Applicable",68,196149.489478185,"Others"
"68 years",68,"Male","M","9th through 12th grade with no diploma",2,3826,"Not Applicable","Not Applicable",68,248424.668584797,"Others"
"68 years",68,"Male","M","High school graduate or GED completed",3,17507,"Not Applicable","Not Applicable",68,1488173.72082997,"Others"
"68 years",68,"Male","M","Some college credit, but not a degree",4,5828,"Not Applicable","Not Applicable",68,850850.367718796,"Others"
"68 years",68,"Male","M","Associate degree (AA,AS)",5,2708,"Not Applicable","Not Applicable",68,497254.12143448,"Others"
"68 years",68,"Male","M","Bachelor’s degree (BA, AB, BS)",6,4150,"Not Applicable","Not Applicable",68,1049859.57724393,"Others"
"68 years",68,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1501,"Not Applicable","Not Applicable",68,540214.156367047,"Others"
"68 years",68,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,650,"Not Applicable","Not Applicable",68,262286.898342792,"Others"
"69 years",69,"Female","F","8th grade or less",1,1816,"Not Applicable","Not Applicable",69,210878.28771471,"Others"
"69 years",69,"Female","F","9th through 12th grade with no diploma",2,2720,"Not Applicable","Not Applicable",69,250835.272359155,"Others"
"69 years",69,"Female","F","High school graduate or GED completed",3,13555,"Not Applicable","Not Applicable",69,1540550.74776508,"Others"
"69 years",69,"Female","F","Some college credit, but not a degree",4,4662,"Not Applicable","Not Applicable",69,920803.526002358,"Others"
"69 years",69,"Female","F","Associate degree (AA,AS)",5,3135,"Not Applicable","Not Applicable",69,661514.690055258,"Others"
"69 years",69,"Female","F","Bachelor’s degree (BA, AB, BS)",6,3530,"Not Applicable","Not Applicable",69,1102172.7638717,"Others"
"69 years",69,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1552,"Not Applicable","Not Applicable",69,648396.307009816,"Others"
"69 years",69,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,306,"Not Applicable","Not Applicable",69,168997.405221926,"Others"
"69 years",69,"Male","M","8th grade or less",1,2380,"Not Applicable","Not Applicable",69,187372.889026655,"Others"
"69 years",69,"Male","M","9th through 12th grade with no diploma",2,3746,"Not Applicable","Not Applicable",69,275538.267876183,"Others"
"69 years",69,"Male","M","High school graduate or GED completed",3,17235,"Not Applicable","Not Applicable",69,1364940.30898654,"Others"
"69 years",69,"Male","M","Some college credit, but not a degree",4,6092,"Not Applicable","Not Applicable",69,792702.402632156,"Others"
"69 years",69,"Male","M","Associate degree (AA,AS)",5,2839,"Not Applicable","Not Applicable",69,485598.574744427,"Others"
"69 years",69,"Male","M","Bachelor’s degree (BA, AB, BS)",6,4583,"Not Applicable","Not Applicable",69,976715.882312,"Others"
"69 years",69,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1650,"Not Applicable","Not Applicable",69,522474.321543671,"Others"
"69 years",69,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,781,"Not Applicable","Not Applicable",69,296536.352878369,"Others"
"70 years",70,"Female","F","8th grade or less",1,1972,"Not Applicable","Not Applicable",70,240932.798924495,"Others"
"70 years",70,"Female","F","9th through 12th grade with no diploma",2,2872,"Not Applicable","Not Applicable",70,240024.432490749,"Others"
"70 years",70,"Female","F","High school graduate or GED completed",3,14534,"Not Applicable","Not Applicable",70,1516046.25855807,"Others"
"70 years",70,"Female","F","Some college credit, but not a degree",4,4729,"Not Applicable","Not Applicable",70,842330.082837285,"Others"
"70 years",70,"Female","F","Associate degree (AA,AS)",5,3359,"Not Applicable","Not Applicable",70,608066.098992966,"Others"
"70 years",70,"Female","F","Bachelor’s degree (BA, AB, BS)",6,3676,"Not Applicable","Not Applicable",70,1096240.99424262,"Others"
"70 years",70,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1698,"Not Applicable","Not Applicable",70,618902.802557748,"Others"
"70 years",70,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,341,"Not Applicable","Not Applicable",70,119946.531396066,"Others"
"70 years",70,"Male","M","8th grade or less",1,2517,"Not Applicable","Not Applicable",70,226393.687079318,"Others"
"70 years",70,"Male","M","9th through 12th grade with no diploma",2,3521,"Not Applicable","Not Applicable",70,260510.382518953,"Others"
"70 years",70,"Male","M","High school graduate or GED completed",3,17307,"Not Applicable","Not Applicable",70,1216140.93615981,"Others"
"70 years",70,"Male","M","Some college credit, but not a degree",4,6403,"Not Applicable","Not Applicable",70,835976.856001251,"Others"
"70 years",70,"Male","M","Associate degree (AA,AS)",5,3042,"Not Applicable","Not Applicable",70,471377.931845557,"Others"
"70 years",70,"Male","M","Bachelor’s degree (BA, AB, BS)",6,5093,"Not Applicable","Not Applicable",70,1000915.2881979,"Others"
"70 years",70,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1842,"Not Applicable","Not Applicable",70,422027.051692856,"Others"
"70 years",70,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,826,"Not Applicable","Not Applicable",70,223741.866504357,"Others"
"71 years",71,"Female","F","8th grade or less",1,2097,"Not Applicable","Not Applicable",71,216542.382477341,"Others"
"71 years",71,"Female","F","9th through 12th grade with no diploma",2,2907,"Not Applicable","Not Applicable",71,269770.932108713,"Others"
"71 years",71,"Female","F","High school graduate or GED completed",3,15038,"Not Applicable","Not Applicable",71,1592556.06396167,"Others"
"71 years",71,"Female","F","Some college credit, but not a degree",4,5139,"Not Applicable","Not Applicable",71,850050.506276558,"Others"
"71 years",71,"Female","F","Associate degree (AA,AS)",5,3466,"Not Applicable","Not Applicable",71,513189.822182519,"Others"
"71 years",71,"Female","F","Bachelor’s degree (BA, AB, BS)",6,4072,"Not Applicable","Not Applicable",71,894268.156888306,"Others"
"71 years",71,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,1819,"Not Applicable","Not Applicable",71,592975.173214859,"Others"
"71 years",71,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,338,"Not Applicable","Not Applicable",71,131810.962890033,"Others"
"71 years",71,"Male","M","8th grade or less",1,2574,"Not Applicable","Not Applicable",71,148927.784317606,"Others"
"71 years",71,"Male","M","9th through 12th grade with no diploma",2,3494,"Not Applicable","Not Applicable",71,246124.556695129,"Others"
"71 years",71,"Male","M","High school graduate or GED completed",3,17135,"Not Applicable","Not Applicable",71,1097027.00289403,"Others"
"71 years",71,"Male","M","Some college credit, but not a degree",4,6816,"Not Applicable","Not Applicable",71,712866.579066099,"Others"
"71 years",71,"Male","M","Associate degree (AA,AS)",5,3229,"Not Applicable","Not Applicable",71,484637.946216127,"Others"
"71 years",71,"Male","M","Bachelor’s degree (BA, AB, BS)",6,5589,"Not Applicable","Not Applicable",71,1019201.64864199,"Others"
"71 years",71,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,2017,"Not Applicable","Not Applicable",71,466162.603944622,"Others"
"71 years",71,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,952,"Not Applicable","Not Applicable",71,245597.878224397,"Others"
"72 years",72,"Female","F","8th grade or less",1,2375,"Not Applicable","Not Applicable",72,213222.062035089,"Others"
"72 years",72,"Female","F","9th through 12th grade with no diploma",2,3069,"Not Applicable","Not Applicable",72,245937.796192346,"Others"
"72 years",72,"Female","F","High school graduate or GED completed",3,16426,"Not Applicable","Not Applicable",72,1521283.83724765,"Others"
"72 years",72,"Female","F","Some college credit, but not a degree",4,5404,"Not Applicable","Not Applicable",72,776205.756022428,"Others"
"72 years",72,"Female","F","Associate degree (AA,AS)",5,3613,"Not Applicable","Not Applicable",72,515258.770420429,"Others"
"72 years",72,"Female","F","Bachelor’s degree (BA, AB, BS)",6,4346,"Not Applicable","Not Applicable",72,896711.441319551,"Others"
"72 years",72,"Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,2057,"Not Applicable","Not Applicable",72,561526.907338598,"Others"
"72 years",72,"Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,419,"Not Applicable","Not Applicable",72,133337.429423908,"Others"
"72 years",72,"Male","M","8th grade or less",1,2803,"Not Applicable","Not Applicable",72,189321.293598878,"Others"
"72 years",72,"Male","M","9th through 12th grade with no diploma",2,3433,"Not Applicable","Not Applicable",72,221081.82482337,"Others"
"72 years",72,"Male","M","High school graduate or GED completed",3,16972,"Not Applicable","Not Applicable",72,1056564.18435655,"Others"
"72 years",72,"Male","M","Some college credit, but not a degree",4,6908,"Not Applicable","Not Applicable",72,706133.975880541,"Others"
"72 years",72,"Male","M","Associate degree (AA,AS)",5,3492,"Not Applicable","Not Applicable",72,449781.834987337,"Others"
"72 years",72,"Male","M","Bachelor’s degree (BA, AB, BS)",6,6036,"Not Applicable","Not Applicable",72,870330.973490823,"Others"
"72 years",72,"Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,2253,"Not Applicable","Not Applicable",72,448357.996715566,"Others"
"72 years",72,"Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1123,"Not Applicable","Not Applicable",72,265995.916146931,"Others"
"73 years",73,"Female","F","8th grade or less",1,2539,"Not Applicable","Not Applicable",73,219116.225868479,"Others"
"73 years",73,"Female","F","9th through 12th grade with no diploma",2,3221,"Not Applicable","Not Applicable",73,217011.201645172,"Others"
