"Single-Year Ages","Single-Year Ages Code","Sex","Sex Code","Education","Education Code","Deaths","Population","Crude Rate","AGE","population","Cause"
"16 years","16","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,8929.6936,"Others"
"16 years","16","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,3118.82,"Others"
"16 years","16","Male","M","8th grade or less",1,117,"Not Applicable","Not Applicable",16,415529.2838,"Others"
"16 years","16","Male","M","9th through 12th grade with no diploma",2,2259,"Not Applicable","Not Applicable",16,6101584.0601,"Others"
"16 years","16","Male","M","High school graduate or GED completed",3,62,"Not Applicable","Not Applicable",16,106775.0998,"Others"
"16 years","16","Male","M","Some college credit, but not a degree",4,0,"Not Applicable","Not Applicable",16,66624.8558,"Others"
"16 years","16","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",16,18681.2865,"Others"
"16 years","16","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",16,28760.5703,"Others"
"16 years","16","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",16,1833.4059,"Others"
"16 years","16","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",16,2967.88,"Others"
"17 years","17","Female","F","8th grade or less",1,52,"Not Applicable","Not Applicable",17,117708.2571,"Others"
"17 years","17","Female","F","9th through 12th grade with no diploma",2,758,"Not Applicable","Not Applicable",17,6147288.4809,"Others"
"17 years","17","Female","F","High school graduate or GED completed",3,142,"Not Applicable","Not Applicable",17,256341.2984,"Others"
"17 years","17","Female","F","Some college credit, but not a degree",4,13,"Not Applicable","Not Applicable",17,111688.9474,"Others"
"17 years","17","Female","F","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,11533.84,"Others"
"17 years","17","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,33593.4899,"Others"
"17 years","17","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,18018.42,"Others"
"17 years","17","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1511.19,"Others"
"17 years","17","Male","M","8th grade or less",1,126,"Not Applicable","Not Applicable",17,127250.7381,"Others"
"17 years","17","Male","M","9th through 12th grade with no diploma",2,2548,"Not Applicable","Not Applicable",17,6335461.4619,"Others"
"17 years","17","Male","M","High school graduate or GED completed",3,364,"Not Applicable","Not Applicable",17,281124.4762,"Others"
"17 years","17","Male","M","Some college credit, but not a degree",4,10,"Not Applicable","Not Applicable",17,117508.5506,"Others"
"17 years","17","Male","M","Associate degree (AA,AS)",5,0,"Not Applicable","Not Applicable",17,8799.5205,"Others"
"17 years","17","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",17,18431.7703,"Others"
"17 years","17","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",17,4661.03,"Others"
"17 years","17","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",17,1095.0745,"Others"
"18 years","18","Female","F","8th grade or less",1,56,"Not Applicable","Not Applicable",18,52727.5433,"Others"
"18 years","18","Female","F","9th through 12th grade with no diploma",2,416,"Not Applicable","Not Applicable",18,3555866.4593,"Others"
"18 years","18","Female","F","High school graduate or GED completed",3,533,"Not Applicable","Not Applicable",18,1482519.7639,"Others"
"18 years","18","Female","F","Some college credit, but not a degree",4,132,"Not Applicable","Not Applicable",18,1012725.6995,"Others"
"18 years","18","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,27366.6155,"Others"
"18 years","18","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,6759.03,"Others"
"18 years","18","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,2010.69,"Others"
"18 years","18","Male","M","8th grade or less",1,141,"Not Applicable","Not Applicable",18,72827.2816,"Others"
"18 years","18","Male","M","9th through 12th grade with no diploma",2,1725,"Not Applicable","Not Applicable",18,3859597.9647,"Others"
"18 years","18","Male","M","High school graduate or GED completed",3,1708,"Not Applicable","Not Applicable",18,1554185.3989,"Others"
"18 years","18","Male","M","Some college credit, but not a degree",4,255,"Not Applicable","Not Applicable",18,904782.7793,"Others"
"18 years","18","Male","M","Associate degree (AA,AS)",5,10,"Not Applicable","Not Applicable",18,23137.628,"Others"
"18 years","18","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",18,11119.7485,"Others"
"18 years","18","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",18,5050.7468,"Others"
"18 years","18","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",18,NA,"Others"
"19 years","19","Female","F","8th grade or less",1,53,"Not Applicable","Not Applicable",19,60280.9259,"Others"
"19 years","19","Female","F","9th through 12th grade with no diploma",2,225,"Not Applicable","Not Applicable",19,682638.0883,"Others"
"19 years","19","Female","F","High school graduate or GED completed",3,620,"Not Applicable","Not Applicable",19,2159610.9469,"Others"
"19 years","19","Female","F","Some college credit, but not a degree",4,298,"Not Applicable","Not Applicable",19,2458802.7162,"Others"
"19 years","19","Female","F","Associate degree (AA,AS)",5,18,"Not Applicable","Not Applicable",19,190458.5806,"Others"
"19 years","19","Female","F","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,44057.338,"Others"
"19 years","19","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,6911.2596,"Others"
"19 years","19","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,536.27,"Others"
"19 years","19","Male","M","8th grade or less",1,130,"Not Applicable","Not Applicable",19,86534.1513,"Others"
"19 years","19","Male","M","9th through 12th grade with no diploma",2,1226,"Not Applicable","Not Applicable",19,904266.7914,"Others"
"19 years","19","Male","M","High school graduate or GED completed",3,2322,"Not Applicable","Not Applicable",19,2722098.0652,"Others"
"19 years","19","Male","M","Some college credit, but not a degree",4,639,"Not Applicable","Not Applicable",19,2063264.1526,"Others"
"19 years","19","Male","M","Associate degree (AA,AS)",5,36,"Not Applicable","Not Applicable",19,111069.1554,"Others"
"19 years","19","Male","M","Bachelor’s degree (BA, AB, BS)",6,0,"Not Applicable","Not Applicable",19,55123.6136,"Others"
"19 years","19","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",19,4148.76,"Others"
"19 years","19","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",19,2617.4196,"Others"
"20 years","20","Female","F","8th grade or less",1,64,"Not Applicable","Not Applicable",20,58849.0628,"Others"
"20 years","20","Female","F","9th through 12th grade with no diploma",2,238,"Not Applicable","Not Applicable",20,348994.3813,"Others"
"20 years","20","Female","F","High school graduate or GED completed",3,662,"Not Applicable","Not Applicable",20,1975364.8148,"Others"
"20 years","20","Female","F","Some college credit, but not a degree",4,337,"Not Applicable","Not Applicable",20,3356029.0633,"Others"
"20 years","20","Female","F","Associate degree (AA,AS)",5,42,"Not Applicable","Not Applicable",20,370703.908,"Others"
"20 years","20","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,1898.9867,"Others"
"20 years","20","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Others"
"20 years","20","Male","M","8th grade or less",1,141,"Not Applicable","Not Applicable",20,102002.7758,"Others"
"20 years","20","Male","M","9th through 12th grade with no diploma",2,963,"Not Applicable","Not Applicable",20,572681.0966,"Others"
"20 years","20","Male","M","High school graduate or GED completed",3,2411,"Not Applicable","Not Applicable",20,2958864.3795,"Others"
"20 years","20","Male","M","Some college credit, but not a degree",4,772,"Not Applicable","Not Applicable",20,2663319.1452,"Others"
"20 years","20","Male","M","Associate degree (AA,AS)",5,65,"Not Applicable","Not Applicable",20,237563.8,"Others"
"20 years","20","Male","M","Bachelor’s degree (BA, AB, BS)",6,17,"Not Applicable","Not Applicable",20,59656.19,"Others"
"20 years","20","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",20,5155.5113,"Others"
"20 years","20","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",20,NA,"Others"
"21 years","21","Female","F","8th grade or less",1,60,"Not Applicable","Not Applicable",21,74105.9663,"Others"
"21 years","21","Female","F","9th through 12th grade with no diploma",2,204,"Not Applicable","Not Applicable",21,299311.7078,"Others"
"21 years","21","Female","F","High school graduate or GED completed",3,735,"Not Applicable","Not Applicable",21,1969562.6349,"Others"
"21 years","21","Female","F","Some college credit, but not a degree",4,367,"Not Applicable","Not Applicable",21,3127312.5825,"Others"
"21 years","21","Female","F","Associate degree (AA,AS)",5,66,"Not Applicable","Not Applicable",21,555648.239,"Others"
"21 years","21","Female","F","Bachelor’s degree (BA, AB, BS)",6,56,"Not Applicable","Not Applicable",21,259056.0711,"Others"
"21 years","21","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,0,"Not Applicable","Not Applicable",21,13994.7119,"Others"
"21 years","21","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",21,2880.57,"Others"
"21 years","21","Male","M","8th grade or less",1,157,"Not Applicable","Not Applicable",21,75549.8184,"Others"
"21 years","21","Male","M","9th through 12th grade with no diploma",2,944,"Not Applicable","Not Applicable",21,340525.2071,"Others"
"21 years","21","Male","M","High school graduate or GED completed",3,2720,"Not Applicable","Not Applicable",21,2635497.0459,"Others"
"21 years","21","Male","M","Some college credit, but not a degree",4,913,"Not Applicable","Not Applicable",21,2562356.9494,"Others"
"21 years","21","Male","M","Associate degree (AA,AS)",5,132,"Not Applicable","Not Applicable",21,455298.3762,"Others"
"21 years","21","Male","M","Bachelor’s degree (BA, AB, BS)",6,69,"Not Applicable","Not Applicable",21,185744.0695,"Others"
"21 years","21","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",21,NA,"Others"
"22 years","22","Female","F","8th grade or less",1,57,"Not Applicable","Not Applicable",22,65922.8215,"Others"
"22 years","22","Female","F","9th through 12th grade with no diploma",2,206,"Not Applicable","Not Applicable",22,287244.525,"Others"
"22 years","22","Female","F","High school graduate or GED completed",3,773,"Not Applicable","Not Applicable",22,1869879.5016,"Others"
"22 years","22","Female","F","Some college credit, but not a degree",4,371,"Not Applicable","Not Applicable",22,2215496.0863,"Others"
"22 years","22","Female","F","Associate degree (AA,AS)",5,77,"Not Applicable","Not Applicable",22,650588.1553,"Others"
"22 years","22","Female","F","Bachelor’s degree (BA, AB, BS)",6,96,"Not Applicable","Not Applicable",22,1196220.234,"Others"
"22 years","22","Female","F","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",22,9952.1838,"Others"
"22 years","22","Male","M","8th grade or less",1,174,"Not Applicable","Not Applicable",22,87070.7904,"Others"
"22 years","22","Male","M","9th through 12th grade with no diploma",2,903,"Not Applicable","Not Applicable",22,380372.5742,"Others"
"22 years","22","Male","M","High school graduate or GED completed",3,2762,"Not Applicable","Not Applicable",22,2206136.7842,"Others"
"22 years","22","Male","M","Some college credit, but not a degree",4,836,"Not Applicable","Not Applicable",22,2216152.687,"Others"
"22 years","22","Male","M","Associate degree (AA,AS)",5,169,"Not Applicable","Not Applicable",22,510904.3217,"Others"
"22 years","22","Male","M","Bachelor’s degree (BA, AB, BS)",6,199,"Not Applicable","Not Applicable",22,699151.3134,"Others"
"22 years","22","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",22,8863.17,"Others"
"23 years","23","Female","F","8th grade or less",1,64,"Not Applicable","Not Applicable",23,67877.592,"Others"
"23 years","23","Female","F","9th through 12th grade with no diploma",2,205,"Not Applicable","Not Applicable",23,306085.5666,"Others"
"23 years","23","Female","F","High school graduate or GED completed",3,749,"Not Applicable","Not Applicable",23,1886403.8864,"Others"
"23 years","23","Female","F","Some college credit, but not a degree",4,340,"Not Applicable","Not Applicable",23,1587021.0501,"Others"
"23 years","23","Female","F","Associate degree (AA,AS)",5,85,"Not Applicable","Not Applicable",23,576442.3524,"Others"
"23 years","23","Female","F","Bachelor’s degree (BA, AB, BS)",6,140,"Not Applicable","Not Applicable",23,2205479.2308,"Others"
"23 years","23","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,13,"Not Applicable","Not Applicable",23,156678.9381,"Others"
"23 years","23","Male","M","8th grade or less",1,158,"Not Applicable","Not Applicable",23,74600.2543,"Others"
"23 years","23","Male","M","9th through 12th grade with no diploma",2,877,"Not Applicable","Not Applicable",23,347142.0225,"Others"
"23 years","23","Male","M","High school graduate or GED completed",3,2727,"Not Applicable","Not Applicable",23,2388505.944,"Others"
"23 years","23","Male","M","Some college credit, but not a degree",4,809,"Not Applicable","Not Applicable",23,1788057.746,"Others"
"23 years","23","Male","M","Associate degree (AA,AS)",5,193,"Not Applicable","Not Applicable",23,513160.3517,"Others"
"23 years","23","Male","M","Bachelor’s degree (BA, AB, BS)",6,230,"Not Applicable","Not Applicable",23,1514655.8977,"Others"
"23 years","23","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,12,"Not Applicable","Not Applicable",23,97761.6612,"Others"
"23 years","23","Male","M","Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,0,"Not Applicable","Not Applicable",23,20735.6711,"Others"
"24 years","24","Female","F","8th grade or less",1,68,"Not Applicable","Not Applicable",24,41215.4681,"Others"
"24 years","24","Female","F","9th through 12th grade with no diploma",2,255,"Not Applicable","Not Applicable",24,235741.7342,"Others"
"24 years","24","Female","F","High school graduate or GED completed",3,864,"Not Applicable","Not Applicable",24,1664892.2624,"Others"
"24 years","24","Female","F","Some college credit, but not a degree",4,337,"Not Applicable","Not Applicable",24,1210110.9938,"Others"
"24 years","24","Female","F","Associate degree (AA,AS)",5,105,"Not Applicable","Not Applicable",24,654813.2836,"Others"
"24 years","24","Female","F","Bachelor’s degree (BA, AB, BS)",6,168,"Not Applicable","Not Applicable",24,2224781.7147,"Others"
"24 years","24","Female","F","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,24,"Not Applicable","Not Applicable",24,268764.8307,"Others"
"24 years","24","Male","M","8th grade or less",1,171,"Not Applicable","Not Applicable",24,114940.8361,"Others"
"24 years","24","Male","M","9th through 12th grade with no diploma",2,864,"Not Applicable","Not Applicable",24,338654.8449,"Others"
"24 years","24","Male","M","High school graduate or GED completed",3,2819,"Not Applicable","Not Applicable",24,2228804.1007,"Others"
"24 years","24","Male","M","Some college credit, but not a degree",4,852,"Not Applicable","Not Applicable",24,1312088.6733,"Others"
"24 years","24","Male","M","Associate degree (AA,AS)",5,179,"Not Applicable","Not Applicable",24,560325.2411,"Others"
"24 years","24","Male","M","Bachelor’s degree (BA, AB, BS)",6,301,"Not Applicable","Not Applicable",24,1851867.7277,"Others"
"24 years","24","Male","M","Master’s degree (MA, MS, MEng, MEd, MSW, MBA)",7,36,"Not Applicable","Not Applicable",24,169348.0891,"Others"
"25 years","25","Female","F","8th grade or less",1,67,"Not Applicable","Not Applicable",25,83220.8896,"Others"
